document_number;alert;transaction;operation
2000003494;139;1619;2
2000003495;102;1628;0
2000003496;130;1924;2
2000003497;199;1917;3
2000003498;139;1817;5
2000003499;106;1138;0
2000003500;152;1185;2
2000003501;139;1332;4
2000003502;151;1263;1
2000003503;190;1691;5
2000003504;149;1377;4
2000003505;103;1982;1
2000003506;149;1498;0
2000003507;144;1103;2
2000003508;135;1197;0
2000003509;164;1527;2
2000003510;102;1123;0
2000003511;144;1949;2
2000003512;174;1672;5
2000003513;158;1310;1
2000003514;150;1824;5
2000003515;198;1882;2
2000003516;127;1884;2
2000003517;191;1591;2
2000003518;173;1996;1
2000003519;161;1032;0
2000003520;150;1050;1
2000003521;118;1513;4
2000003522;195;1400;1
2000003523;195;1264;1
2000003524;179;1128;2
2000003525;135;1801;1
2000003526;131;1256;5
2000003527;143;1953;0
2000003528;107;1308;4
2000003529;169;1633;4
2000003530;132;1092;2
2000003531;130;1487;4
2000003532;130;1380;5
2000003533;165;1219;4
2000003534;175;1252;2
2000003535;165;1079;2
2000003536;127;1959;3
2000003537;190;1782;0
2000003538;186;1706;3
2000003539;128;1023;5
2000003540;163;1534;2
2000003541;101;1883;5
2000003542;170;1921;1
2000003543;104;1542;2
2000003544;105;1475;2
2000003545;179;1297;4
2000003546;104;1829;5
2000003547;110;1544;0
2000003548;100;1364;0
2000003549;155;1711;5
2000003550;121;1562;1
2000003551;192;1479;1
2000003552;106;1210;2
2000003553;139;1480;0
2000003554;172;1763;5
2000003555;101;1131;0
2000003556;133;1671;4
2000003557;113;1149;0
2000003558;142;1899;0
2000003559;164;1529;0
2000003560;109;1695;0
2000003561;124;1915;1
2000003562;141;1085;2
2000003563;187;1430;2
2000003564;159;1971;0
2000003565;185;1305;2
2000003566;162;1217;4
2000003567;149;1965;0
2000003568;151;1641;2
2000003569;163;1805;3
2000003570;106;1090;5
2000003571;142;1867;4
2000003572;175;1279;2
2000003573;126;1054;0
2000003574;113;1111;1
2000003575;164;1988;3
2000003576;109;1312;0
2000003577;198;1720;2
2000003578;181;1480;4
2000003579;165;1634;3
2000003580;107;1540;4
2000003581;190;1220;0
2000003582;197;1672;5
2000003583;190;1131;5
2000003584;133;1324;3
2000003585;119;1280;2
2000003586;183;1648;1
2000003587;122;1401;4
2000003588;153;1719;3
2000003589;114;1844;4
2000003590;181;1814;5
2000003591;152;1244;1
2000003592;187;1000;2
2000003593;175;1900;4
2000003594;105;1992;0
2000003595;174;1563;1
2000003596;152;1207;3
2000003597;168;1871;1
2000003598;162;1956;5
2000003599;141;1461;4
2000003600;106;1152;5
2000003601;156;1862;5
2000003602;155;1711;0
2000003603;128;1416;2
2000003604;107;1151;0
2000003605;126;1495;0
2000003606;107;1247;4
2000003607;154;1841;5
2000003608;197;1207;1
2000003609;137;1556;3
2000003610;134;1448;3
2000003611;146;1095;5
2000003612;102;1982;5
2000003613;125;1161;3
2000003614;151;1834;3
2000003615;137;1855;3
2000003616;197;1207;5
2000003617;171;1777;1
2000003618;140;1363;1
2000003619;161;1901;0
2000003620;100;1930;2
2000003621;180;1954;1
2000003622;152;1122;0
2000003623;101;1724;0
2000003624;171;1232;4
2000003625;107;1631;0
2000003626;164;1875;5
2000003627;119;1389;1
2000003628;135;1507;2
2000003629;172;1110;4
2000003630;187;1240;1
2000003631;192;1772;1
2000003632;177;1015;1
2000003633;134;1011;2
2000003634;133;1022;3
2000003635;106;1527;4
2000003636;101;1215;5
2000003637;174;1662;0
2000003638;131;1289;3
2000003639;199;1054;3
2000003640;148;1199;1
2000003641;139;1578;4
2000003642;186;1708;5
2000003643;122;1654;3
2000003644;141;1219;2
2000003645;171;1997;0
2000003646;150;1465;0
2000003647;100;1607;0
2000003648;166;1086;5
2000003649;147;1004;0
2000003650;174;1916;5
2000003651;161;1527;5
2000003652;138;1658;3
2000003653;196;1564;3
2000003654;161;1000;3
2000003655;125;1951;2
2000003656;161;1530;4
2000003657;117;1539;2
2000003658;161;1656;0
2000003659;138;1425;3
2000003660;174;1576;1
2000003661;187;1326;3
2000003662;143;1532;1
2000003663;156;1598;4
2000003664;194;1078;1
2000003665;136;1875;4
2000003666;116;1300;5
2000003667;158;1159;5
2000003668;160;1726;3
2000003669;158;1520;5
2000003670;156;1489;0
2000003671;115;1817;4
2000003672;155;1803;2
2000003673;132;1034;0
2000003674;188;1916;5
2000003675;109;1891;2
2000003676;138;1226;4
2000003677;102;1445;4
2000003678;148;1208;5
2000003679;186;1132;5
2000003680;104;1246;4
2000003681;104;1319;2
2000003682;164;1391;2
2000003683;127;1064;5
2000003684;142;1898;0
2000003685;191;1310;4
2000003686;182;1427;0
2000003687;140;1212;5
2000003688;154;1247;1
2000003689;123;1549;4
2000003690;161;1081;2
2000003691;115;1263;4
2000003692;112;1301;2
2000003693;154;1499;3
2000003694;104;1910;1
2000003695;194;1061;1
2000003696;105;1255;1
2000003697;116;1139;3
2000003698;133;1978;2
2000003699;135;1846;0
2000003700;140;1730;0
2000003701;114;1285;5
2000003702;145;1073;4
2000003703;116;1925;1
2000003704;132;1183;4
2000003705;196;1895;0
2000003706;154;1914;1
2000003707;108;1986;2
2000003708;183;1792;1
2000003709;150;1687;4
2000003710;144;1112;0
2000003711;176;1402;5
2000003712;111;1242;0
2000003713;103;1267;5
2000003714;137;1836;3
2000003715;159;1966;4
2000003716;126;1248;2
2000003717;161;1923;1
2000003718;116;1886;2
2000003719;194;1218;5
2000003720;116;1310;2
2000003721;166;1442;0
2000003722;154;1232;4
2000003723;124;1439;2
2000003724;195;1422;3
2000003725;145;1930;1
2000003726;198;1002;1
2000003727;173;1982;1
2000003728;117;1138;0
2000003729;144;1786;1
2000003730;128;1204;4
2000003731;178;1380;5
2000003732;175;1910;4
2000003733;125;1341;0
2000003734;148;1289;5
2000003735;150;1266;2
2000003736;136;1331;1
2000003737;197;1842;4
2000003738;106;1069;2
2000003739;108;1721;0
2000003740;148;1906;4
2000003741;199;1726;3
2000003742;104;1313;1
2000003743;135;1911;4
2000003744;184;1192;2
2000003745;196;1654;5
2000003746;142;1935;4
2000003747;114;1018;1
2000003748;172;1398;2
2000003749;159;1327;4
2000003750;199;1573;2
2000003751;195;1676;5
2000003752;148;1955;1
2000003753;122;1106;0
2000003754;134;1706;0
2000003755;194;1371;4
2000003756;187;1291;5
2000003757;120;1440;5
2000003758;113;1113;3
2000003759;189;1763;4
2000003760;135;1958;5
2000003761;152;1014;4
2000003762;168;1757;1
2000003763;105;1786;4
2000003764;175;1391;1
2000003765;160;1026;0
2000003766;152;1156;5
2000003767;179;1736;4
2000003768;114;1476;0
2000003769;178;1031;5
2000003770;143;1230;5
2000003771;153;1790;5
2000003772;121;1076;4
2000003773;176;1620;1
2000003774;168;1259;4
2000003775;158;1025;4
2000003776;136;1722;3
2000003777;159;1182;1
2000003778;180;1654;0
2000003779;140;1623;5
2000003780;141;1165;5
2000003781;172;1046;5
2000003782;141;1887;5
2000003783;192;1794;0
2000003784;166;1686;3
2000003785;111;1266;3
2000003786;163;1389;4
2000003787;141;1408;3
2000003788;128;1890;5
2000003789;104;1140;2
2000003790;196;1786;0
2000003791;148;1994;0
2000003792;128;1775;1
2000003793;176;1878;0
2000003794;158;1817;5
2000003795;197;1782;0
2000003796;128;1651;3
2000003797;150;1672;1
2000003798;118;1574;5
2000003799;167;1744;1
2000003800;171;1932;5
2000003801;158;1846;5
2000003802;155;1365;5
2000003803;144;1624;3
2000003804;160;1493;3
2000003805;187;1478;0
2000003806;112;1639;0
2000003807;181;1278;5
2000003808;161;1110;1
2000003809;136;1916;2
2000003810;121;1165;4
2000003811;104;1976;5
2000003812;140;1955;4
2000003813;147;1717;3
2000003814;126;1314;2
2000003815;136;1782;3
2000003816;135;1387;0
2000003817;134;1518;5
2000003818;135;1231;0
2000003819;189;1542;4
2000003820;119;1610;5
2000003821;157;1737;5
2000003822;143;1641;1
2000003823;180;1884;5
2000003824;129;1106;5
2000003825;102;1624;5
2000003826;101;1323;0
2000003827;194;1978;3
2000003828;122;1416;4
2000003829;157;1971;2
2000003830;181;1940;3
2000003831;172;1009;5
2000003832;135;1114;1
2000003833;140;1924;1
2000003834;170;1502;2
2000003835;115;1717;4
2000003836;185;1461;4
2000003837;171;1859;1
2000003838;154;1193;2
2000003839;125;1400;3
2000003840;115;1767;5
2000003841;181;1875;3
2000003842;127;1367;1
2000003843;157;1680;5
2000003844;104;1750;1
2000003845;130;1821;4
2000003846;168;1346;0
2000003847;114;1211;5
2000003848;167;1384;4
2000003849;152;1512;1
2000003850;100;1168;3
2000003851;164;1957;1
2000003852;168;1707;1
2000003853;153;1734;3
2000003854;120;1528;3
2000003855;188;1154;1
2000003856;172;1962;0
2000003857;140;1631;3
2000003858;107;1707;2
2000003859;135;1508;3
2000003860;111;1224;1
2000003861;114;1090;5
2000003862;139;1538;4
2000003863;121;1721;1
2000003864;157;1031;5
2000003865;161;1154;1
2000003866;115;1327;0
2000003867;183;1862;3
2000003868;199;1830;4
2000003869;111;1612;1
2000003870;192;1461;2
2000003871;106;1701;5
2000003872;198;1556;5
2000003873;126;1754;3
2000003874;185;1147;5
2000003875;130;1062;0
2000003876;117;1634;3
2000003877;125;1980;4
2000003878;166;1955;0
2000003879;109;1894;1
2000003880;163;1289;1
2000003881;181;1116;0
2000003882;176;1500;3
2000003883;195;1989;5
2000003884;125;1182;4
2000003885;115;1448;2
2000003886;102;1170;2
2000003887;151;1403;3
2000003888;123;1311;2
2000003889;109;1430;1
2000003890;161;1998;4
2000003891;130;1359;5
2000003892;138;1005;2
2000003893;146;1387;5
2000003894;154;1355;2
2000003895;199;1203;2
2000003896;120;1215;0
2000003897;154;1338;5
2000003898;139;1489;5
2000003899;185;1038;3
2000003900;108;1336;4
2000003901;160;1843;4
2000003902;146;1765;5
2000003903;141;1762;3
2000003904;152;1702;5
2000003905;164;1999;3
2000003906;169;1678;2
2000003907;153;1869;4
2000003908;151;1379;2
2000003909;154;1744;1
2000003910;145;1240;0
2000003911;121;1569;2
2000003912;125;1511;0
2000003913;159;1795;5
2000003914;115;1431;2
2000003915;111;1850;1
2000003916;101;1535;3
2000003917;167;1559;1
2000003918;107;1304;2
2000003919;173;1966;0
2000003920;121;1874;2
2000003921;145;1332;0
2000003922;178;1333;2
2000003923;171;1975;2
2000003924;137;1417;3
2000003925;130;1497;4
2000003926;186;1335;2
2000003927;154;1933;2
2000003928;175;1093;4
2000003929;196;1720;5
2000003930;174;1071;3
2000003931;156;1533;2
2000003932;142;1959;4
2000003933;186;1148;3
2000003934;124;1763;2
2000003935;141;1141;4
2000003936;148;1397;3
2000003937;102;1348;0
2000003938;169;1374;1
2000003939;169;1829;0
2000003940;185;1220;1
2000003941;121;1393;3
2000003942;101;1019;0
2000003943;197;1199;0
2000003944;137;1540;3
2000003945;180;1659;2
2000003946;100;1471;3
2000003947;159;1030;0
2000003948;149;1522;3
2000003949;112;1080;4
2000003950;192;1449;3
2000003951;148;1373;3
2000003952;164;1241;0
2000003953;113;1999;4
2000003954;139;1102;3
2000003955;178;1355;2
2000003956;101;1063;2
2000003957;175;1638;5
2000003958;110;1372;5
2000003959;166;1875;5
2000003960;139;1896;3
2000003961;142;1968;2
2000003962;107;1243;1
2000003963;191;1960;1
2000003964;131;1184;1
2000003965;161;1462;1
2000003966;164;1447;5
2000003967;181;1990;4
2000003968;176;1219;0
2000003969;124;1088;1
2000003970;138;1520;0
2000003971;118;1829;3
2000003972;156;1306;5
2000003973;122;1773;0
2000003974;119;1140;2
2000003975;144;1015;3
2000003976;110;1256;0
2000003977;187;1904;0
2000003978;138;1269;2
2000003979;198;1548;4
2000003980;173;1411;1
2000003981;148;1913;4
2000003982;107;1035;0
2000003983;135;1736;2
2000003984;164;1753;5
2000003985;182;1224;3
2000003986;154;1076;5
2000003987;176;1434;5
2000003988;100;1727;4
2000003989;193;1145;0
2000003990;102;1788;1
2000003991;175;1616;1
2000003992;163;1517;5
2000003993;181;1980;0
2000003994;190;1592;4
2000003995;156;1755;5
2000003996;187;1752;4
2000003997;110;1412;2
2000003998;102;1020;2
2000003999;151;1302;4
2000004000;133;1421;2
2000004001;155;1838;1
2000004002;199;1417;0
2000004003;119;1096;2
2000004004;171;1046;5
2000004005;167;1601;0
2000004006;186;1616;4
2000004007;172;1808;3
2000004008;192;1695;0
2000004009;119;1157;5
2000004010;113;1246;0
2000004011;128;1950;4
2000004012;135;1755;0
2000004013;108;1936;2
2000004014;158;1213;3
2000004015;107;1047;4
2000004016;149;1393;1
2000004017;179;1053;3
2000004018;198;1695;5
2000004019;120;1002;2
2000004020;183;1484;2
2000004021;171;1318;3
2000004022;160;1944;0
2000004023;152;1001;0
2000004024;123;1970;3
2000004025;164;1867;3
2000004026;145;1558;2
2000004027;122;1301;1
2000004028;192;1989;2
2000004029;182;1450;5
2000004030;153;1617;0
2000004031;138;1127;4
2000004032;150;1334;5
2000004033;152;1470;1
2000004034;175;1925;4
2000004035;184;1916;4
2000004036;140;1862;4
2000004037;146;1468;5
2000004038;110;1112;3
2000004039;190;1306;3
2000004040;137;1389;1
2000004041;171;1182;5
2000004042;181;1966;2
2000004043;102;1563;1
2000004044;194;1584;0
2000004045;143;1641;5
2000004046;181;1480;3
2000004047;106;1300;0
2000004048;175;1447;3
2000004049;123;1225;1
2000004050;180;1751;0
2000004051;148;1912;2
2000004052;177;1134;4
2000004053;172;1103;5
2000004054;145;1291;2
2000004055;195;1580;2
2000004056;158;1180;0
2000004057;170;1870;2
2000004058;147;1450;1
2000004059;137;1756;0
2000004060;103;1237;2
2000004061;168;1287;5
2000004062;194;1262;5
2000004063;100;1481;1
2000004064;123;1474;4
2000004065;158;1371;2
2000004066;138;1161;3
2000004067;161;1053;4
2000004068;189;1767;1
2000004069;167;1878;3
2000004070;124;1267;4
2000004071;167;1965;2
2000004072;164;1497;0
2000004073;195;1730;5
2000004074;133;1553;4
2000004075;151;1612;5
2000004076;140;1713;3
2000004077;172;1104;5
2000004078;134;1927;5
2000004079;170;1239;3
2000004080;108;1285;1
2000004081;180;1778;3
2000004082;123;1233;3
2000004083;169;1532;3
2000004084;196;1540;1
2000004085;127;1952;3
2000004086;140;1180;4
2000004087;175;1106;4
2000004088;155;1700;0
2000004089;120;1114;3
2000004090;145;1082;4
2000004091;182;1813;3
2000004092;114;1320;1
2000004093;124;1844;3
2000004094;104;1819;2
2000004095;175;1510;1
2000004096;192;1711;5
2000004097;136;1260;0
2000004098;182;1395;4
2000004099;175;1654;1
2000004100;170;1582;0
2000004101;163;1269;3
2000004102;177;1436;3
2000004103;113;1590;2
2000004104;186;1920;5
2000004105;193;1422;1
2000004106;192;1727;2
2000004107;129;1564;2
2000004108;142;1615;1
2000004109;185;1193;3
2000004110;112;1802;1
2000004111;103;1560;3
2000004112;134;1348;2
2000004113;184;1049;3
2000004114;193;1658;2
2000004115;163;1782;3
2000004116;162;1520;3
2000004117;143;1196;2
2000004118;137;1400;0
2000004119;138;1835;1
2000004120;194;1237;1
2000004121;140;1815;3
2000004122;124;1147;3
2000004123;192;1627;2
2000004124;120;1529;3
2000004125;154;1890;5
2000004126;115;1518;2
2000004127;140;1701;5
2000004128;109;1563;3
2000004129;152;1247;2
2000004130;142;1990;0
2000004131;117;1068;0
2000004132;193;1140;3
2000004133;167;1629;1
2000004134;179;1209;4
2000004135;131;1135;1
2000004136;160;1219;4
2000004137;123;1713;4
2000004138;122;1621;4
2000004139;162;1772;3
2000004140;172;1070;1
2000004141;113;1745;2
2000004142;180;1330;3
2000004143;126;1058;1
2000004144;103;1024;3
2000004145;159;1742;3
2000004146;126;1060;5
2000004147;112;1777;3
2000004148;153;1950;5
2000004149;157;1187;4
2000004150;110;1639;5
2000004151;133;1012;0
2000004152;104;1077;1
2000004153;167;1274;4
2000004154;109;1830;4
2000004155;158;1074;3
2000004156;128;1909;0
2000004157;131;1399;5
2000004158;120;1931;5
2000004159;132;1192;0
2000004160;132;1300;5
2000004161;131;1909;5
2000004162;195;1714;3
2000004163;140;1399;1
2000004164;184;1539;2
2000004165;158;1795;2
2000004166;171;1206;3
2000004167;163;1624;3
2000004168;161;1175;2
2000004169;176;1415;3
2000004170;163;1262;3
2000004171;112;1703;2
2000004172;128;1421;2
2000004173;108;1562;1
2000004174;199;1293;5
2000004175;123;1781;1
2000004176;190;1741;0
2000004177;101;1569;1
2000004178;194;1641;0
2000004179;179;1971;5
2000004180;139;1438;1
2000004181;173;1576;1
2000004182;171;1835;2
2000004183;150;1940;3
2000004184;122;1380;3
2000004185;127;1517;2
2000004186;160;1715;3
2000004187;109;1864;5
2000004188;182;1931;5
2000004189;136;1288;1
2000004190;106;1998;0
2000004191;197;1973;0
2000004192;134;1634;5
2000004193;188;1551;2
2000004194;132;1125;1
2000004195;185;1142;0
2000004196;189;1277;1
2000004197;149;1174;5
2000004198;164;1835;3
2000004199;109;1520;2
2000004200;119;1179;5
2000004201;156;1729;0
2000004202;137;1426;3
2000004203;157;1695;1
2000004204;104;1022;4
2000004205;109;1753;1
2000004206;143;1113;3
2000004207;109;1025;3
2000004208;193;1343;2
2000004209;124;1807;2
2000004210;186;1683;5
2000004211;143;1112;5
2000004212;194;1138;3
2000004213;149;1274;4
2000004214;181;1637;1
2000004215;191;1362;1
2000004216;152;1890;2
2000004217;163;1196;1
2000004218;189;1023;1
2000004219;135;1727;0
2000004220;141;1586;1
2000004221;173;1850;1
2000004222;116;1981;4
2000004223;149;1213;5
2000004224;107;1507;0
2000004225;183;1347;0
2000004226;193;1987;2
2000004227;199;1416;5
2000004228;147;1932;4
2000004229;135;1044;3
2000004230;139;1360;4
2000004231;183;1282;1
2000004232;162;1793;0
2000004233;129;1216;2
2000004234;141;1668;0
2000004235;173;1705;2
2000004236;115;1493;0
2000004237;175;1983;2
2000004238;161;1993;4
2000004239;152;1815;4
2000004240;108;1077;0
2000004241;121;1661;1
2000004242;198;1481;0
2000004243;180;1428;4
2000004244;159;1499;5
2000004245;186;1103;3
2000004246;113;1435;4
2000004247;108;1104;0
2000004248;128;1759;2
2000004249;123;1853;1
2000004250;159;1425;3
2000004251;139;1695;0
2000004252;192;1812;3
2000004253;142;1728;5
2000004254;163;1296;0
2000004255;100;1313;2
2000004256;136;1763;1
2000004257;158;1818;3
2000004258;196;1647;4
2000004259;115;1811;2
2000004260;166;1909;1
2000004261;178;1170;0
2000004262;184;1735;0
2000004263;105;1131;0
2000004264;153;1450;1
2000004265;112;1966;5
2000004266;196;1487;3
2000004267;135;1930;3
2000004268;161;1553;4
2000004269;199;1273;0
2000004270;172;1493;5
2000004271;141;1547;5
2000004272;157;1635;4
2000004273;107;1226;2
2000004274;128;1457;1
2000004275;102;1797;0
2000004276;130;1076;1
2000004277;136;1092;1
2000004278;192;1316;0
2000004279;149;1792;1
2000004280;159;1456;5
2000004281;146;1387;5
2000004282;190;1139;1
2000004283;190;1007;3
2000004284;165;1773;3
2000004285;194;1939;2
2000004286;164;1056;4
2000004287;185;1998;0
2000004288;146;1923;1
2000004289;105;1064;0
2000004290;184;1412;0
2000004291;167;1867;2
2000004292;128;1229;0
2000004293;105;1140;1
2000004294;152;1182;4
2000004295;180;1079;3
2000004296;133;1481;2
2000004297;111;1178;4
2000004298;141;1670;4
2000004299;146;1901;0
2000004300;161;1944;4
2000004301;141;1834;0
2000004302;142;1806;0
2000004303;193;1345;2
2000004304;199;1302;2
2000004305;122;1598;4
2000004306;192;1666;0
2000004307;142;1388;2
2000004308;136;1627;3
2000004309;141;1807;5
2000004310;140;1072;2
2000004311;109;1138;3
2000004312;196;1619;5
2000004313;117;1092;3
2000004314;155;1597;0
2000004315;103;1761;4
2000004316;199;1639;5
2000004317;179;1652;4
2000004318;199;1866;3
2000004319;103;1544;3
2000004320;151;1825;4
2000004321;141;1471;3
2000004322;190;1168;3
2000004323;191;1476;3
2000004324;186;1053;3
2000004325;181;1149;0
2000004326;107;1263;4
2000004327;158;1180;0
2000004328;122;1371;4
2000004329;182;1285;4
2000004330;181;1958;1
2000004331;158;1552;3
2000004332;138;1190;4
2000004333;113;1902;1
2000004334;151;1570;5
2000004335;187;1257;3
2000004336;198;1462;4
2000004337;166;1494;4
2000004338;185;1755;1
2000004339;157;1031;5
2000004340;114;1428;1
2000004341;170;1613;1
2000004342;194;1567;5
2000004343;109;1592;5
2000004344;167;1114;4
2000004345;107;1571;2
2000004346;130;1949;4
2000004347;167;1776;4
2000004348;175;1543;3
2000004349;130;1638;5
2000004350;155;1533;2
2000004351;127;1384;0
2000004352;139;1489;3
2000004353;121;1830;1
2000004354;174;1408;2
2000004355;152;1032;2
2000004356;194;1181;0
2000004357;169;1812;3
2000004358;137;1724;5
2000004359;165;1091;0
2000004360;167;1401;2
2000004361;106;1759;4
2000004362;116;1858;4
2000004363;102;1322;3
2000004364;146;1821;3
2000004365;130;1284;4
2000004366;133;1578;3
2000004367;121;1620;3
2000004368;147;1279;4
2000004369;163;1571;3
2000004370;168;1798;5
2000004371;101;1446;1
2000004372;162;1053;1
2000004373;147;1806;5
2000004374;103;1938;3
2000004375;144;1570;1
2000004376;173;1571;2
2000004377;147;1773;3
2000004378;142;1767;3
2000004379;107;1507;0
2000004380;109;1389;3
2000004381;122;1091;5
2000004382;157;1163;0
2000004383;185;1608;3
2000004384;147;1827;1
2000004385;181;1587;0
2000004386;165;1294;2
2000004387;145;1469;3
2000004388;134;1028;1
2000004389;179;1903;3
2000004390;185;1777;2
2000004391;188;1181;3
2000004392;167;1567;0
2000004393;127;1033;4
2000004394;116;1317;0
2000004395;114;1369;0
2000004396;184;1176;3
2000004397;109;1850;1
2000004398;180;1089;3
2000004399;102;1962;2
2000004400;146;1707;4
2000004401;182;1849;0
2000004402;127;1262;1
2000004403;134;1525;4
2000004404;198;1642;1
2000004405;184;1319;3
2000004406;197;1027;1
2000004407;155;1553;5
2000004408;120;1646;4
2000004409;171;1286;2
2000004410;166;1671;5
2000004411;163;1509;2
2000004412;193;1829;2
2000004413;124;1601;1
2000004414;105;1979;1
2000004415;189;1712;1
2000004416;187;1952;1
2000004417;163;1023;0
2000004418;123;1278;1
2000004419;159;1956;3
2000004420;122;1235;2
2000004421;104;1145;2
2000004422;114;1563;2
2000004423;114;1454;5
2000004424;134;1102;2
2000004425;196;1599;3
2000004426;136;1865;5
2000004427;163;1143;2
2000004428;150;1987;1
2000004429;192;1207;0
2000004430;170;1267;2
2000004431;134;1628;4
2000004432;100;1658;3
2000004433;140;1754;3
2000004434;192;1559;0
2000004435;121;1321;1
2000004436;126;1888;0
2000004437;174;1733;4
2000004438;149;1430;0
2000004439;189;1595;3
2000004440;196;1315;2
2000004441;175;1651;2
2000004442;141;1663;0
2000004443;101;1935;5
2000004444;137;1209;2
2000004445;140;1833;5
2000004446;191;1806;3
2000004447;131;1910;0
2000004448;199;1901;5
2000004449;156;1362;1
2000004450;127;1836;5
2000004451;168;1975;1
2000004452;179;1033;0
2000004453;152;1934;4
2000004454;153;1077;0
2000004455;101;1348;5
2000004456;119;1626;5
2000004457;153;1985;0
2000004458;145;1163;2
2000004459;137;1934;2
2000004460;193;1481;0
2000004461;189;1731;3
2000004462;120;1876;1
2000004463;133;1278;4
2000004464;168;1479;4
2000004465;137;1577;3
2000004466;134;1028;1
2000004467;188;1817;4
2000004468;148;1989;0
2000004469;172;1319;5
2000004470;174;1005;2
2000004471;156;1860;5
2000004472;131;1278;4
2000004473;173;1346;2
2000004474;164;1190;2
2000004475;142;1070;4
2000004476;156;1270;2
2000004477;160;1412;3
2000004478;129;1274;3
2000004479;140;1475;5
2000004480;154;1549;1
2000004481;149;1201;0
2000004482;199;1205;3
2000004483;136;1925;4
2000004484;125;1083;2
2000004485;149;1662;4
2000004486;171;1022;0
2000004487;176;1824;4
2000004488;104;1529;5
2000004489;100;1827;4
2000004490;185;1751;1
2000004491;106;1498;0
2000004492;161;1214;4
2000004493;169;1659;5
2000004494;180;1811;2
2000004495;143;1204;0
2000004496;129;1232;1
2000004497;108;1597;5
2000004498;134;1392;3
2000004499;196;1252;4
2000004500;170;1201;4
2000004501;115;1276;5
2000004502;160;1411;0
2000004503;149;1605;4
2000004504;157;1682;4
2000004505;162;1016;5
2000004506;161;1667;0
2000004507;197;1072;1
2000004508;137;1220;1
2000004509;142;1707;0
2000004510;171;1781;1
2000004511;151;1738;1
2000004512;142;1591;4
2000004513;134;1297;4
2000004514;193;1566;1
2000004515;107;1059;3
2000004516;171;1077;4
2000004517;136;1344;2
2000004518;111;1868;1
2000004519;158;1579;5
2000004520;114;1781;5
2000004521;128;1808;4
2000004522;120;1746;4
2000004523;122;1223;5
2000004524;159;1039;2
2000004525;152;1470;3
2000004526;157;1895;4
2000004527;102;1138;3
2000004528;157;1003;4
2000004529;118;1126;2
2000004530;194;1120;0
2000004531;104;1486;0
2000004532;155;1074;2
2000004533;121;1992;1
2000004534;171;1505;3
2000004535;188;1344;5
2000004536;144;1332;3
2000004537;185;1934;3
2000004538;145;1114;3
2000004539;175;1476;3
2000004540;138;1546;0
2000004541;173;1917;2
2000004542;173;1262;3
2000004543;190;1416;3
2000004544;164;1140;0
2000004545;122;1687;2
2000004546;139;1294;1
2000004547;157;1488;1
2000004548;177;1960;2
2000004549;192;1625;0
2000004550;116;1022;2
2000004551;195;1264;5
2000004552;195;1369;1
2000004553;105;1552;5
2000004554;164;1497;2
2000004555;106;1656;1
2000004556;140;1878;0
2000004557;141;1418;3
2000004558;196;1473;3
2000004559;189;1742;3
2000004560;130;1335;0
2000004561;113;1257;5
2000004562;160;1434;5
2000004563;102;1722;4
2000004564;172;1036;0
2000004565;121;1946;4
2000004566;131;1120;0
2000004567;184;1747;5
2000004568;144;1376;0
2000004569;162;1619;2
2000004570;110;1761;0
2000004571;186;1558;5
2000004572;132;1572;2
2000004573;196;1955;2
2000004574;144;1805;4
2000004575;139;1775;1
2000004576;153;1904;4
2000004577;164;1931;3
2000004578;175;1983;4
2000004579;126;1550;5
2000004580;155;1904;4
2000004581;197;1061;3
2000004582;188;1381;2
2000004583;159;1867;3
2000004584;195;1883;0
2000004585;126;1799;3
2000004586;128;1233;2
2000004587;126;1927;5
2000004588;164;1486;5
2000004589;184;1632;2
2000004590;189;1310;2
2000004591;146;1224;2
2000004592;111;1274;3
2000004593;105;1976;2
2000004594;187;1672;0
2000004595;166;1534;2
2000004596;180;1712;1
2000004597;114;1791;2
2000004598;136;1626;0
2000004599;193;1319;1
2000004600;187;1273;1
2000004601;144;1842;2
2000004602;105;1896;3
2000004603;113;1274;4
2000004604;144;1663;4
2000004605;175;1181;4
2000004606;196;1404;3
2000004607;194;1848;4
2000004608;183;1480;2
2000004609;101;1925;0
2000004610;160;1463;4
2000004611;198;1575;3
2000004612;191;1197;4
2000004613;115;1345;5
2000004614;119;1552;5
2000004615;121;1666;1
2000004616;143;1523;2
2000004617;154;1525;3
2000004618;125;1362;2
2000004619;100;1988;5
2000004620;179;1830;1
2000004621;185;1260;0
2000004622;153;1216;5
2000004623;171;1850;1
2000004624;141;1820;5
2000004625;157;1548;0
2000004626;189;1657;4
2000004627;124;1166;1
2000004628;166;1502;3
2000004629;187;1022;5
2000004630;103;1032;4
2000004631;188;1419;4
2000004632;139;1580;5
2000004633;162;1874;1
2000004634;135;1314;2
2000004635;125;1929;0
2000004636;180;1683;5
2000004637;104;1926;2
2000004638;131;1683;0
2000004639;133;1363;3
2000004640;110;1036;3
2000004641;159;1225;1
2000004642;158;1939;0
2000004643;135;1233;0
2000004644;144;1141;3
2000004645;161;1296;4
2000004646;102;1803;0
2000004647;184;1669;4
2000004648;124;1973;3
2000004649;121;1013;3
2000004650;142;1074;2
2000004651;126;1361;2
2000004652;172;1070;2
2000004653;149;1478;5
2000004654;168;1506;3
2000004655;147;1946;5
2000004656;197;1670;3
2000004657;121;1498;0
2000004658;119;1884;0
