document_number;alert;transaction;retrieve
2000003992;;1517;false
2000003993;;1980;false
2000003994;190;;true
2000003995;156;;true
2000003996;;1752;false
2000003997;110;;true
2000003998;102;;true
2000003999;;1302;false
2000004000;;1421;false
2000004001;;1838;false
2000004002;;1417;false
2000004003;;1096;false
2000004004;;1046;false
2000004005;;1601;false
2000004006;186;;true
2000004007;172;;true
2000004008;192;;true
2000004009;;1157;false
2000004010;;1246;false
2000004011;128;;true
2000004012;;1755;false
2000004013;108;;true
2000004014;158;;true
2000004015;;1047;false
2000004016;;1393;false
2000004017;;1053;false
2000004018;198;;true
2000004019;120;;true
2000004020;;1484;false
2000004021;;1318;false
2000004022;160;;true
2000004023;152;;true
2000004024;;1970;false
2000004025;164;;true
2000004026;;1558;false
2000004027;122;;true
2000004028;192;;true
2000004029;182;;true
2000004030;;1617;false
2000004031;138;;true
2000004032;150;;true
2000004033;152;;true
2000004034;;1925;false
2000004035;184;;true
2000004036;140;;true
2000004037;146;;true
2000004038;110;;true
2000004039;190;;true
2000004040;;1389;false
2000004041;;1182;false
2000004042;;1966;false
2000004043;102;;true
2000004044;194;;true
2000004045;;1641;false
2000004046;;1480;false
2000004047;106;;true
2000004048;;1447;false
2000004049;;1225;false
2000004050;180;;true
2000004051;148;;true
2000004052;;1134;false
2000004053;172;;true
2000004054;;1291;false
2000004055;;1580;false
2000004056;158;;true
2000004057;170;;true
2000004058;;1450;false
2000004059;;1756;false
2000004060;;1237;false
2000004061;168;;true
2000004062;194;;true
2000004063;100;;true
2000004064;;1474;false
2000004065;158;;true
2000004066;138;;true
2000004067;;1053;false
2000004068;;1767;false
2000004069;;1878;false
2000004070;124;;true
2000004071;;1965;false
2000004072;164;;true
2000004073;;1730;false
2000004074;;1553;false
2000004075;;1612;false
2000004076;140;;true
2000004077;172;;true
2000004078;134;;true
2000004079;170;;true
2000004080;108;;true
2000004081;180;;true
2000004082;;1233;false
2000004083;;1532;false
2000004084;196;;true
2000004085;;1952;false
2000004086;140;;true
2000004087;;1106;false
2000004088;;1700;false
2000004089;120;;true
2000004090;;1082;false
2000004091;182;;true
2000004092;114;;true
2000004093;124;;true
2000004094;104;;true
2000004095;;1510;false
2000004096;192;;true
2000004097;136;;true
2000004098;182;;true
2000004099;;1654;false
2000004100;170;;true
2000004101;;1269;false
2000004102;;1436;false
2000004103;;1590;false
2000004104;186;;true
2000004105;;1422;false
2000004106;192;;true
2000004107;;1564;false
2000004108;142;;true
2000004109;;1193;false
2000004110;112;;true
2000004111;;1560;false
2000004112;134;;true
2000004113;184;;true
2000004114;;1658;false
2000004115;;1782;false
2000004116;162;;true
2000004117;;1196;false
2000004118;;1400;false
2000004119;138;;true
2000004120;194;;true
2000004121;140;;true
2000004122;124;;true
2000004123;192;;true
2000004124;120;;true
2000004125;154;;true
2000004126;;1518;false
2000004127;140;;true
2000004128;;1563;false
2000004129;152;;true
2000004130;142;;true
2000004131;;1068;false
2000004132;;1140;false
2000004133;;1629;false
2000004134;;1209;false
2000004135;;1135;false
2000004136;160;;true
2000004137;;1713;false
2000004138;122;;true
2000004139;162;;true
2000004140;172;;true
2000004141;;1745;false
2000004142;180;;true
2000004143;126;;true
2000004144;;1024;false
2000004145;;1742;false
2000004146;126;;true
2000004147;112;;true
2000004148;;1950;false
2000004149;;1187;false
2000004150;110;;true
2000004151;;1012;false
2000004152;104;;true
2000004153;;1274;false
2000004154;;1830;false
2000004155;158;;true
2000004156;128;;true
2000004157;;1399;false
2000004158;120;;true
2000004159;132;;true
2000004160;132;;true
2000004161;;1909;false
2000004162;;1714;false
2000004163;140;;true
2000004164;184;;true
2000004165;158;;true
2000004166;;1206;false
2000004167;;1624;false
2000004168;;1175;false
2000004169;176;;true
2000004170;;1262;false
2000004171;112;;true
2000004172;128;;true
2000004173;108;;true
2000004174;;1293;false
2000004175;;1781;false
2000004176;190;;true
2000004177;;1569;false
2000004178;194;;true
2000004179;;1971;false
2000004180;;1438;false
2000004181;;1576;false
2000004182;;1835;false
2000004183;150;;true
2000004184;122;;true
2000004185;;1517;false
2000004186;160;;true
2000004187;;1864;false
2000004188;182;;true
2000004189;136;;true
2000004190;106;;true
2000004191;;1973;false
2000004192;134;;true
2000004193;188;;true
2000004194;132;;true
2000004195;;1142;false
2000004196;;1277;false
2000004197;;1174;false
2000004198;164;;true
2000004199;;1520;false
2000004200;;1179;false
2000004201;156;;true
2000004202;;1426;false
2000004203;;1695;false
2000004204;104;;true
2000004205;;1753;false
2000004206;;1113;false
2000004207;;1025;false
2000004208;;1343;false
2000004209;124;;true
2000004210;186;;true
2000004211;;1112;false
2000004212;194;;true
2000004213;;1274;false
2000004214;;1637;false
2000004215;;1362;false
2000004216;152;;true
2000004217;;1196;false
2000004218;;1023;false
2000004219;;1727;false
2000004220;;1586;false
2000004221;;1850;false
2000004222;116;;true
2000004223;;1213;false
2000004224;;1507;false
2000004225;;1347;false
2000004226;;1987;false
2000004227;;1416;false
2000004228;;1932;false
2000004229;;1044;false
2000004230;;1360;false
2000004231;;1282;false
2000004232;162;;true
2000004233;;1216;false
2000004234;;1668;false
2000004235;;1705;false
2000004236;;1493;false
2000004237;;1983;false
2000004238;;1993;false
2000004239;152;;true
2000004240;108;;true
2000004241;;1661;false
2000004242;198;;true
2000004243;180;;true
2000004244;;1499;false
2000004245;186;;true
2000004246;;1435;false
2000004247;108;;true
2000004248;128;;true
2000004249;;1853;false
2000004250;;1425;false
2000004251;;1695;false
2000004252;192;;true
2000004253;142;;true
2000004254;;1296;false
2000004255;100;;true
2000004256;136;;true
2000004257;158;;true
2000004258;196;;true
2000004259;;1811;false
2000004260;166;;true
2000004261;178;;true
2000004262;184;;true
2000004263;;1131;false
2000004264;;1450;false
2000004265;112;;true
2000004266;196;;true
2000004267;;1930;false
2000004268;;1553;false
2000004269;;1273;false
2000004270;172;;true
2000004271;;1547;false
2000004272;;1635;false
2000004273;;1226;false
2000004274;128;;true
2000004275;102;;true
2000004276;130;;true
2000004277;136;;true
2000004278;192;;true
2000004279;;1792;false
2000004280;;1456;false
2000004281;146;;true
2000004282;190;;true
2000004283;190;;true
2000004284;;1773;false
2000004285;194;;true
2000004286;164;;true
2000004287;;1998;false
2000004288;146;;true
2000004289;;1064;false
2000004290;184;;true
2000004291;;1867;false
2000004292;128;;true
2000004293;;1140;false
2000004294;152;;true
2000004295;180;;true
2000004296;;1481;false
2000004297;;1178;false
2000004298;;1670;false
2000004299;146;;true
2000004300;;1944;false
2000004301;;1834;false
2000004302;142;;true
2000004303;;1345;false
2000004304;;1302;false
2000004305;122;;true
2000004306;192;;true
2000004307;142;;true
2000004308;136;;true
2000004309;;1807;false
2000004310;140;;true
2000004311;;1138;false
2000004312;196;;true
2000004313;;1092;false
2000004314;;1597;false
2000004315;;1761;false
2000004316;;1639;false
2000004317;;1652;false
2000004318;;1866;false
2000004319;;1544;false
2000004320;;1825;false
2000004321;;1471;false
2000004322;190;;true
2000004323;;1476;false
2000004324;186;;true
2000004325;;1149;false
2000004326;;1263;false
2000004327;158;;true
2000004328;122;;true
2000004329;182;;true
2000004330;;1958;false
2000004331;158;;true
2000004332;138;;true
2000004333;;1902;false
2000004334;;1570;false
2000004335;;1257;false
2000004336;198;;true
2000004337;166;;true
2000004338;;1755;false
2000004339;;1031;false
2000004340;114;;true
2000004341;170;;true
2000004342;194;;true
2000004343;;1592;false
2000004344;;1114;false
2000004345;;1571;false
2000004346;130;;true
2000004347;;1776;false
2000004348;;1543;false
2000004349;130;;true
2000004350;;1533;false
2000004351;;1384;false
2000004352;;1489;false
2000004353;;1830;false
2000004354;174;;true
2000004355;152;;true
2000004356;194;;true
2000004357;;1812;false
2000004358;;1724;false
2000004359;;1091;false
2000004360;;1401;false
2000004361;106;;true
2000004362;116;;true
2000004363;102;;true
2000004364;146;;true
2000004365;130;;true
2000004366;;1578;false
2000004367;;1620;false
2000004368;;1279;false
2000004369;;1571;false
2000004370;168;;true
2000004371;;1446;false
2000004372;162;;true
2000004373;;1806;false
2000004374;;1938;false
2000004375;144;;true
2000004376;;1571;false
2000004377;;1773;false
2000004378;142;;true
2000004379;;1507;false
2000004380;;1389;false
2000004381;122;;true
2000004382;;1163;false
2000004383;;1608;false
2000004384;;1827;false
2000004385;;1587;false
2000004386;;1294;false
2000004387;;1469;false
2000004388;134;;true
2000004389;;1903;false
2000004390;;1777;false
2000004391;188;;true
2000004392;;1567;false
2000004393;;1033;false
2000004394;116;;true
2000004395;114;;true
2000004396;184;;true
2000004397;;1850;false
2000004398;180;;true
2000004399;102;;true
2000004400;146;;true
2000004401;182;;true
2000004402;;1262;false
2000004403;134;;true
2000004404;198;;true
2000004405;184;;true
2000004406;;1027;false
2000004407;;1553;false
2000004408;120;;true
2000004409;;1286;false
2000004410;166;;true
2000004411;;1509;false
2000004412;;1829;false
2000004413;124;;true
2000004414;;1979;false
2000004415;;1712;false
2000004416;;1952;false
2000004417;;1023;false
2000004418;;1278;false
2000004419;;1956;false
2000004420;122;;true
2000004421;104;;true
2000004422;114;;true
2000004423;114;;true
2000004424;134;;true
2000004425;196;;true
2000004426;136;;true
2000004427;;1143;false
2000004428;150;;true
2000004429;192;;true
2000004430;170;;true
2000004431;134;;true
2000004432;100;;true
2000004433;140;;true
2000004434;192;;true
2000004435;;1321;false
2000004436;126;;true
2000004437;174;;true
2000004438;;1430;false
2000004439;;1595;false
2000004440;196;;true
2000004441;;1651;false
2000004442;;1663;false
2000004443;;1935;false
2000004444;;1209;false
2000004445;140;;true
2000004446;;1806;false
2000004447;;1910;false
2000004448;;1901;false
2000004449;156;;true
2000004450;;1836;false
2000004451;168;;true
2000004452;;1033;false
2000004453;152;;true
2000004454;;1077;false
2000004455;;1348;false
2000004456;;1626;false
2000004457;;1985;false
2000004458;;1163;false
2000004459;;1934;false
2000004460;;1481;false
2000004461;;1731;false
2000004462;120;;true
2000004463;;1278;false
2000004464;168;;true
2000004465;;1577;false
2000004466;134;;true
2000004467;188;;true
2000004468;148;;true
2000004469;172;;true
2000004470;174;;true
2000004471;156;;true
2000004472;;1278;false
2000004473;;1346;false
2000004474;164;;true
2000004475;142;;true
2000004476;156;;true
2000004477;160;;true
2000004478;;1274;false
2000004479;140;;true
2000004480;154;;true
2000004481;;1201;false
2000004482;;1205;false
2000004483;136;;true
2000004484;;1083;false
2000004485;;1662;false
2000004486;;1022;false
2000004487;176;;true
2000004488;104;;true
2000004489;100;;true
2000004490;;1751;false
2000004491;106;;true
2000004492;;1214;false
2000004493;;1659;false
2000004494;180;;true
2000004495;;1204;false
2000004496;;1232;false
2000004497;108;;true
2000004498;134;;true
2000004499;196;;true
2000004500;170;;true
2000004501;;1276;false
2000004502;160;;true
2000004503;;1605;false
2000004504;;1682;false
2000004505;162;;true
2000004506;;1667;false
2000004507;;1072;false
2000004508;;1220;false
2000004509;142;;true
2000004510;;1781;false
2000004511;;1738;false
2000004512;142;;true
2000004513;134;;true
2000004514;;1566;false
2000004515;;1059;false
2000004516;;1077;false
2000004517;136;;true
2000004518;;1868;false
2000004519;158;;true
2000004520;114;;true
2000004521;128;;true
2000004522;120;;true
2000004523;122;;true
2000004524;;1039;false
2000004525;152;;true
2000004526;;1895;false
2000004527;102;;true
2000004528;;1003;false
2000004529;118;;true
2000004530;194;;true
2000004531;104;;true
2000004532;;1074;false
2000004533;;1992;false
2000004534;;1505;false
2000004535;188;;true
2000004536;144;;true
2000004537;;1934;false
2000004538;;1114;false
2000004539;;1476;false
2000004540;138;;true
2000004541;;1917;false
2000004542;;1262;false
2000004543;190;;true
2000004544;164;;true
2000004545;122;;true
2000004546;;1294;false
2000004547;;1488;false
2000004548;;1960;false
2000004549;192;;true
2000004550;116;;true
2000004551;;1264;false
2000004552;;1369;false
2000004553;;1552;false
2000004554;164;;true
2000004555;106;;true
2000004556;140;;true
2000004557;;1418;false
2000004558;196;;true
2000004559;;1742;false
2000004560;130;;true
2000004561;;1257;false
2000004562;160;;true
2000004563;102;;true
2000004564;172;;true
2000004565;;1946;false
2000004566;;1120;false
2000004567;184;;true
2000004568;144;;true
2000004569;162;;true
2000004570;110;;true
2000004571;186;;true
2000004572;132;;true
2000004573;196;;true
2000004574;144;;true
2000004575;;1775;false
2000004576;;1904;false
2000004577;164;;true
2000004578;;1983;false
2000004579;126;;true
2000004580;;1904;false
2000004581;;1061;false
2000004582;188;;true
2000004583;;1867;false
2000004584;;1883;false
2000004585;126;;true
2000004586;128;;true
2000004587;126;;true
2000004588;164;;true
2000004589;184;;true
2000004590;;1310;false
2000004591;146;;true
2000004592;;1274;false
2000004593;;1976;false
2000004594;;1672;false
2000004595;166;;true
2000004596;180;;true
2000004597;114;;true
2000004598;136;;true
2000004599;;1319;false
2000004600;;1273;false
2000004601;144;;true
2000004602;;1896;false
2000004603;;1274;false
2000004604;144;;true
2000004605;;1181;false
2000004606;196;;true
2000004607;194;;true
2000004608;;1480;false
2000004609;;1925;false
2000004610;160;;true
2000004611;198;;true
2000004612;;1197;false
2000004613;;1345;false
2000004614;;1552;false
2000004615;;1666;false
2000004616;;1523;false
2000004617;154;;true
2000004618;;1362;false
2000004619;100;;true
2000004620;;1830;false
2000004621;;1260;false
2000004622;;1216;false
2000004623;;1850;false
2000004624;;1820;false
2000004625;;1548;false
2000004626;;1657;false
2000004627;124;;true
2000004628;166;;true
2000004629;;1022;false
2000004630;;1032;false
2000004631;188;;true
2000004632;;1580;false
2000004633;162;;true
2000004634;;1314;false
2000004635;;1929;false
2000004636;180;;true
2000004637;104;;true
2000004638;;1683;false
2000004639;;1363;false
2000004640;110;;true
2000004641;;1225;false
2000004642;158;;true
2000004643;;1233;false
2000004644;144;;true
2000004645;;1296;false
2000004646;102;;true
2000004647;184;;true
2000004648;124;;true
2000004649;;1013;false
2000004650;142;;true
2000004651;126;;true
2000004652;172;;true
2000004653;;1478;false
2000004654;168;;true
2000004655;;1946;false
2000004656;;1670;false
2000004657;;1498;false
2000004658;;1884;false
2000004659;150;;true
2000004660;;1682;false
2000004661;130;;true
2000004662;;1215;false
2000004663;158;;true
2000004664;114;;true
2000004665;;1004;false
2000004666;;1554;false
2000004667;;1949;false
2000004668;;1915;false
2000004669;;1883;false
2000004670;;1313;false
2000004671;;1689;false
2000004672;;1724;false
2000004673;;1011;false
2000004674;;1127;false
2000004675;120;;true
2000004676;;1680;false
2000004677;108;;true
2000004678;;1412;false
2000004679;134;;true
2000004680;126;;true
2000004681;;1507;false
2000004682;116;;true
2000004683;124;;true
2000004684;160;;true
2000004685;128;;true
2000004686;128;;true
2000004687;;1565;false
2000004688;;1321;false
2000004689;;1749;false
2000004690;;1544;false
2000004691;;1566;false
2000004692;;1097;false
2000004693;154;;true
2000004694;;1716;false
2000004695;178;;true
2000004696;;1686;false
2000004697;152;;true
2000004698;;1420;false
2000004699;;1545;false
2000004700;172;;true
2000004701;;1744;false
2000004702;122;;true
2000004703;;1374;false
2000004704;170;;true
2000004705;;1210;false
2000004706;;1581;false
2000004707;146;;true
2000004708;136;;true
2000004709;132;;true
2000004710;182;;true
2000004711;;1393;false
2000004712;;1193;false
2000004713;180;;true
2000004714;;1803;false
2000004715;;1198;false
2000004716;196;;true
2000004717;;1376;false
2000004718;114;;true
2000004719;196;;true
2000004720;;1371;false
2000004721;132;;true
2000004722;164;;true
2000004723;;1243;false
2000004724;;1825;false
2000004725;194;;true
2000004726;;1011;false
2000004727;;1814;false
2000004728;;1491;false
2000004729;132;;true
2000004730;;1974;false
2000004731;;1774;false
2000004732;;1119;false
2000004733;162;;true
2000004734;192;;true
2000004735;;1467;false
2000004736;176;;true
2000004737;;1407;false
2000004738;;1370;false
2000004739;148;;true
2000004740;;1637;false
2000004741;;1981;false
2000004742;;1385;false
2000004743;168;;true
2000004744;178;;true
2000004745;148;;true
2000004746;114;;true
2000004747;110;;true
2000004748;;1772;false
2000004749;;1488;false
2000004750;100;;true
2000004751;138;;true
2000004752;170;;true
2000004753;;1260;false
2000004754;;1147;false
2000004755;;1299;false
2000004756;136;;true
2000004757;;1472;false
2000004758;;1087;false
2000004759;;1799;false
2000004760;104;;true
2000004761;;1043;false
2000004762;;1432;false
2000004763;168;;true
2000004764;112;;true
2000004765;128;;true
2000004766;;1937;false
2000004767;;1947;false
2000004768;;1289;false
2000004769;162;;true
2000004770;132;;true
2000004771;112;;true
2000004772;;1292;false
2000004773;;1513;false
2000004774;142;;true
2000004775;198;;true
2000004776;;1211;false
2000004777;106;;true
2000004778;;1658;false
2000004779;;1722;false
2000004780;106;;true
2000004781;136;;true
2000004782;;1841;false
2000004783;184;;true
2000004784;;1441;false
2000004785;108;;true
2000004786;186;;true
2000004787;160;;true
2000004788;110;;true
2000004789;162;;true
2000004790;;1339;false
2000004791;194;;true
2000004792;114;;true
2000004793;170;;true
2000004794;130;;true
2000004795;;1690;false
2000004796;;1724;false
2000004797;;1230;false
2000004798;;1733;false
2000004799;;1675;false
2000004800;188;;true
2000004801;140;;true
2000004802;;1324;false
2000004803;152;;true
2000004804;;1655;false
2000004805;;1234;false
2000004806;;1132;false
2000004807;;1091;false
2000004808;;1391;false
2000004809;158;;true
2000004810;160;;true
2000004811;;1088;false
2000004812;108;;true
2000004813;;1530;false
2000004814;;1851;false
2000004815;;1990;false
2000004816;126;;true
2000004817;;1091;false
2000004818;180;;true
2000004819;130;;true
2000004820;;1187;false
2000004821;180;;true
2000004822;;1265;false
2000004823;116;;true
2000004824;174;;true
2000004825;;1780;false
2000004826;138;;true
2000004827;146;;true
2000004828;;1653;false
2000004829;108;;true
2000004830;172;;true
2000004831;;1899;false
2000004832;;1799;false
2000004833;112;;true
2000004834;;1882;false
2000004835;174;;true
2000004836;160;;true
2000004837;112;;true
2000004838;;1771;false
2000004839;104;;true
2000004840;152;;true
2000004841;;1247;false
2000004842;158;;true
2000004843;;1088;false
2000004844;192;;true
2000004845;;1968;false
2000004846;194;;true
2000004847;;1590;false
2000004848;;1042;false
2000004849;190;;true
2000004850;188;;true
2000004851;160;;true
2000004852;;1745;false
2000004853;;1320;false
2000004854;134;;true
2000004855;172;;true
2000004856;130;;true
2000004857;;1689;false
2000004858;;1318;false
2000004859;198;;true
2000004860;;1655;false
2000004861;;1226;false
2000004862;;1769;false
2000004863;150;;true
2000004864;;1607;false
2000004865;138;;true
2000004866;122;;true
2000004867;198;;true
2000004868;;1834;false
2000004869;;1990;false
2000004870;;1782;false
2000004871;172;;true
2000004872;128;;true
2000004873;104;;true
2000004874;164;;true
2000004875;188;;true
2000004876;;1619;false
2000004877;;1214;false
2000004878;;1459;false
2000004879;;1969;false
2000004880;174;;true
2000004881;;1116;false
2000004882;;1603;false
2000004883;176;;true
2000004884;132;;true
2000004885;138;;true
2000004886;166;;true
2000004887;168;;true
2000004888;;1439;false
2000004889;;1079;false
2000004890;154;;true
2000004891;156;;true
2000004892;;1136;false
2000004893;;1303;false
2000004894;;1402;false
2000004895;156;;true
2000004896;;1640;false
2000004897;;1469;false
2000004898;;1329;false
2000004899;160;;true
2000004900;;1645;false
2000004901;;1315;false
2000004902;182;;true
2000004903;;1436;false
2000004904;100;;true
2000004905;110;;true
2000004906;;1243;false
2000004907;170;;true
2000004908;100;;true
2000004909;100;;true
2000004910;;1286;false
2000004911;130;;true
2000004912;;1407;false
2000004913;184;;true
2000004914;;1769;false
2000004915;150;;true
2000004916;;1366;false
2000004917;;1608;false
2000004918;100;;true
2000004919;116;;true
2000004920;184;;true
2000004921;122;;true
2000004922;152;;true
2000004923;;1302;false
2000004924;;1534;false
2000004925;134;;true
2000004926;174;;true
2000004927;;1152;false
2000004928;;1784;false
2000004929;;1948;false
2000004930;154;;true
2000004931;166;;true
2000004932;114;;true
2000004933;;1909;false
2000004934;142;;true
2000004935;138;;true
2000004936;;1783;false
2000004937;134;;true
2000004938;;1384;false
2000004939;178;;true
2000004940;;1332;false
2000004941;102;;true
2000004942;196;;true
2000004943;148;;true
2000004944;184;;true
2000004945;120;;true
2000004946;;1651;false
2000004947;158;;true
2000004948;;1187;false
2000004949;184;;true
2000004950;;1650;false
2000004951;146;;true
2000004952;158;;true
2000004953;142;;true
2000004954;;1366;false
2000004955;116;;true
2000004956;;1470;false
2000004957;120;;true
2000004958;;1414;false
2000004959;174;;true
2000004960;176;;true
2000004961;132;;true
2000004962;128;;true
2000004963;154;;true
2000004964;;1579;false
2000004965;128;;true
2000004966;152;;true
2000004967;;1712;false
2000004968;;1042;false
2000004969;198;;true
2000004970;168;;true
2000004971;194;;true
2000004972;;1712;false
2000004973;;1795;false
2000004974;;1695;false
2000004975;;1044;false
2000004976;;1796;false
2000004977;172;;true
2000004978;;1876;false
2000004979;;1149;false
2000004980;182;;true
2000004981;114;;true
2000004982;;1116;false
2000004983;;1608;false
2000004984;188;;true
2000004985;;1685;false
2000004986;;1629;false
2000004987;;1441;false
2000004988;;1044;false
2000004989;186;;true
2000004990;;1802;false
2000004991;140;;true
2000004992;164;;true
2000004993;134;;true
2000004994;;1940;false
2000004995;;1550;false
2000004996;136;;true
2000004997;110;;true
2000004998;;1868;false
2000004999;164;;true
2000005000;;1650;false
